Time - Seconds;Temp1;Temp2;Temp3
00.01.13;25.06.00;25.01.00;24.07.00
00.01.14;25.06.00;25.01.00;24.07.00
00.01.15;25.06.00;25.01.00;24.07.00
00.01.16;25.06.00;25.01.00;24.07.00
00.01.17;25.06.00;25.01.00;24.07.00
00.01.18;25.06.00;25.01.00;24.07.00
00.01.19;25.06.00;25.02.00;24.07.00
00.01.20;25.06.00;25.02.00;24.07.00
00.01.21;25.06.00;25.01.00;24.07.00
00.01.22;25.06.00;25.01.00;24.07.00
00.01.23;25.06.00;25.01.00;24.07.00
00.01.24;25.06.00;25.01.00;24.07.00
00.01.25;25.06.00;25.01.00;24.07.00
00.01.26;25.06.00;25.01.00;24.07.00
00.01.27;25.06.00;25.01.00;24.07.00
00.01.28;25.06.00;25.01.00;24.07.00
00.01.29;25.06.00;25.01.00;24.07.00
00.01.30;25.06.00;25.01.00;24.07.00
00.01.31;25.06.00;25.01.00;24.07.00
00.01.32;25.06.00;25.01.00;24.07.00
00.01.33;25.06.00;25.01.00;24.07.00
00.01.34;25.06.00;25.01.00;24.07.00
00.01.35;25.06.00;25.01.00;24.07.00
00.01.36;25.06.00;25.01.00;24.07.00
00.01.37;25.06.00;25.01.00;24.07.00
00.01.38;25.06.00;25.01.00;24.07.00
00.01.39;25.06.00;25.01.00;24.07.00
00.01.40;25.06.00;25.01.00;24.07.00
00.01.41;25.06.00;25.01.00;24.07.00
00.01.42;25.06.00;25.01.00;24.07.00
00.01.43;25.06.00;25.01.00;24.07.00
00.01.44;25.06.00;25.01.00;24.07.00
00.01.45;25.06.00;25.01.00;24.07.00
00.01.46;25.06.00;25.01.00;24.07.00
00.01.47;25.06.00;25.02.00;24.07.00
00.01.48;25.06.00;25.02.00;24.07.00
00.01.49;25.06.00;25.02.00;24.07.00
00.01.50;25.06.00;25.01.00;24.07.00
00.01.51;25.06.00;25.01.00;24.07.00
00.01.52;25.06.00;25.01.00;24.07.00
00.01.53;25.06.00;25.02.00;24.07.00
00.01.54;25.06.00;25.01.00;24.07.00
00.01.55;25.06.00;25.01.00;24.07.00
00.01.56;25.06.00;25.01.00;24.07.00
00.01.57;25.06.00;25.02.00;24.08.00
00.01.58;25.06.00;25.02.00;24.08.00
00.01.59;25.06.00;25.02.00;24.08.00
00.02.00;25.06.00;25.02.00;24.08.00
00.02.01;25.06.00;25.02.00;24.08.00
00.02.02;25.06.00;25.02.00;24.08.00
00.02.03;25.06.00;25.02.00;24.08.00
00.02.04;25.06.00;25.02.00;24.08.00
00.02.05;25.07.00;25.02.00;24.08.00
00.02.06;25.07.00;25.02.00;24.08.00
00.02.07;25.06.00;25.02.00;24.08.00
00.02.08;25.06.00;25.02.00;24.08.00
00.02.09;25.06.00;25.02.00;24.08.00
00.02.10;25.06.00;25.02.00;24.07.00
00.02.11;25.06.00;25.02.00;24.07.00
00.02.12;25.06.00;25.02.00;24.07.00
00.02.13;25.06.00;25.01.00;24.07.00
00.02.14;25.06.00;25.02.00;24.07.00
00.02.15;25.06.00;25.02.00;24.07.00
00.02.16;25.07.00;25.02.00;24.07.00
00.02.17;25.06.00;25.02.00;24.07.00
00.02.18;25.06.00;25.02.00;24.07.00
00.02.19;25.06.00;25.02.00;24.07.00
00.02.20;25.06.00;25.02.00;24.07.00
00.02.21;25.07.00;25.02.00;24.07.00
00.02.22;25.06.00;25.02.00;24.07.00
00.02.23;25.06.00;25.02.00;24.07.00
00.02.24;25.06.00;25.01.00;24.07.00
00.02.25;25.06.00;25.01.00;24.07.00
00.02.26;25.06.00;25.01.00;24.07.00
00.02.27;25.06.00;25.01.00;24.07.00
00.02.28;25.06.00;25.01.00;24.07.00
00.02.29;25.06.00;25.01.00;24.07.00
00.02.30;25.06.00;25.01.00;24.07.00
00.02.31;25.06.00;25.01.00;24.07.00
00.02.32;25.06.00;25.01.00;24.07.00
00.02.33;25.07.00;25.01.00;24.07.00
00.02.34;25.06.00;25.01.00;24.07.00
00.02.35;25.07.00;25.01.00;24.07.00
00.02.36;25.06.00;25.01.00;24.07.00
00.02.37;25.07.00;25.01.00;24.07.00
00.02.38;25.06.00;25.01.00;24.07.00
00.02.39;25.07.00;25.01.00;24.07.00
00.02.40;25.07.00;25.01.00;24.07.00
00.02.41;25.07.00;25.01.00;24.07.00
00.02.42;25.06.00;25.01.00;24.07.00
00.02.43;25.06.00;25.01.00;24.07.00
00.02.44;25.06.00;25.01.00;24.06.00
00.02.45;25.06.00;25.01.00;24.06.00
00.02.46;25.06.00;25.01.00;24.06.00
00.02.47;25.06.00;25.01.00;24.06.00
00.02.48;25.07.00;25.01.00;24.06.00
00.02.49;25.06.00;25.01.00;24.06.00
00.02.50;25.07.00;25.01.00;24.06.00
00.02.51;25.07.00;25.01.00;24.06.00
00.02.52;25.07.00;25.01.00;24.06.00
00.02.53;25.07.00;25.01.00;24.06.00
00.02.54;25.07.00;25.01.00;24.06.00
00.02.55;25.06.00;25.01.00;24.07.00
00.02.56;25.07.00;25.01.00;24.07.00
00.02.57;25.07.00;25.01.00;24.07.00
00.02.58;25.07.00;25.01.00;24.07.00
00.02.59;25.07.00;25.01.00;24.07.00
00.03.00;25.07.00;25.01.00;24.07.00
00.03.01;25.07.00;25.01.00;24.07.00
00.03.02;25.07.00;25.01.00;24.06.00
00.03.03;25.07.00;25.01.00;24.06.00
00.03.04;25.07.00;25.01.00;24.07.00
00.03.05;25.07.00;25.01.00;24.06.00
00.03.06;25.07.00;25.01.00;24.06.00
00.03.07;25.07.00;25.01.00;24.06.00
00.03.08;25.07.00;25.01.00;24.06.00
00.03.09;25.07.00;25.01.00;24.07.00
00.03.10;25.07.00;25.01.00;24.06.00
00.03.11;25.07.00;25.01.00;24.06.00
00.03.12;25.06.00;25.01.00;24.06.00
00.03.13;25.06.00;25.01.00;24.06.00
00.03.14;25.06.00;25.01.00;24.06.00
00.03.15;25.06.00;25.01.00;24.06.00
00.03.16;25.06.00;25.01.00;24.06.00
00.03.17;25.06.00;25.01.00;24.07.00
00.03.18;25.07.00;25.01.00;24.07.00
00.03.19;25.07.00;25.01.00;24.06.00
00.03.20;25.07.00;25.01.00;24.06.00
00.03.21;25.07.00;25.01.00;24.06.00
00.03.22;25.07.00;25.01.00;24.07.00
00.03.23;25.07.00;25.01.00;24.07.00
00.03.24;25.07.00;25.01.00;24.07.00
00.03.25;25.07.00;25.01.00;24.07.00
00.03.26;25.07.00;25.01.00;24.07.00
00.03.27;25.07.00;25.01.00;24.06.00
00.03.28;25.07.00;25.01.00;24.06.00
00.03.29;25.07.00;25.00.00;24.06.00
00.03.30;25.07.00;25.00.00;24.06.00
00.03.31;25.07.00;25.00.00;24.06.00
00.03.32;25.07.00;25.00.00;24.06.00
00.03.33;25.07.00;25.00.00;24.06.00
00.03.34;25.07.00;25.00.00;24.06.00
00.03.35;25.07.00;25.00.00;24.06.00
00.03.36;25.07.00;25.00.00;24.06.00
00.03.37;25.07.00;25.00.00;24.06.00
00.03.38;25.06.00;25.00.00;24.06.00
00.03.39;25.06.00;25.00.00;24.06.00
00.03.40;25.06.00;25.00.00;24.06.00
00.03.41;25.06.00;25.00.00;24.06.00
00.03.42;25.06.00;25.00.00;24.06.00
00.03.43;25.07.00;25.00.00;24.06.00
00.03.44;25.07.00;25.00.00;24.06.00
00.03.45;25.07.00;25.00.00;24.06.00
00.03.46;25.07.00;25.00.00;24.06.00
00.03.47;25.07.00;25.00.00;24.06.00
00.03.48;25.07.00;25.00.00;24.06.00
00.03.49;25.07.00;25.00.00;24.06.00
00.03.50;25.07.00;25.00.00;24.06.00
00.03.51;25.07.00;25.00.00;24.06.00
00.03.52;25.07.00;25.00.00;24.06.00
00.03.53;25.07.00;25.00.00;24.06.00
00.03.54;25.07.00;25.00.00;24.06.00
00.03.55;25.07.00;24.09.00;24.06.00
00.03.56;25.07.00;25.00.00;24.06.00
00.03.57;25.07.00;25.00.00;24.06.00
00.03.58;25.07.00;25.00.00;24.06.00
00.03.59;25.07.00;25.00.00;24.06.00
00.04.00;25.07.00;25.00.00;24.06.00
00.04.01;25.07.00;25.00.00;24.06.00
00.04.02;25.07.00;25.00.00;24.06.00
00.04.03;25.07.00;25.00.00;24.06.00
00.04.04;25.07.00;25.00.00;24.06.00
00.04.05;25.07.00;25.00.00;24.06.00
00.04.06;25.07.00;25.00.00;24.06.00
00.04.07;25.07.00;25.00.00;24.06.00
00.04.08;25.07.00;25.00.00;24.05.00
00.04.09;25.07.00;25.00.00;24.05.00
00.04.10;25.07.00;25.00.00;24.06.00
00.04.11;25.07.00;25.00.00;24.06.00
00.04.12;25.07.00;25.00.00;24.06.00
00.04.13;25.07.00;25.00.00;24.06.00
00.04.14;25.06.00;25.00.00;24.06.00
00.04.15;25.06.00;25.00.00;24.06.00
00.04.16;25.06.00;25.00.00;24.06.00
00.04.17;25.06.00;25.00.00;24.06.00
00.04.18;25.06.00;25.00.00;24.06.00
00.04.19;25.06.00;24.09.00;24.06.00
00.04.20;25.06.00;24.09.00;24.06.00
00.04.21;25.05.00;24.09.00;24.06.00
00.04.22;25.05.00;24.09.00;24.06.00
00.04.23;25.05.00;24.09.00;24.06.00
00.04.24;25.05.00;24.09.00;24.06.00
00.04.25;25.05.00;24.09.00;24.06.00
00.04.26;25.05.00;24.09.00;24.06.00
00.04.27;25.05.00;24.09.00;24.06.00
00.04.28;25.05.00;24.09.00;24.06.00
00.04.29;25.05.00;24.09.00;24.06.00
00.04.30;25.05.00;24.09.00;24.06.00
00.04.31;25.05.00;24.09.00;24.06.00
00.04.32;25.04.00;24.09.00;24.06.00
00.04.33;25.04.00;24.09.00;24.06.00
00.04.34;25.04.00;24.08.00;24.06.00
00.04.35;25.04.00;24.08.00;24.05.00
00.04.36;25.04.00;24.08.00;24.06.00
00.04.37;25.04.00;24.09.00;24.06.00
00.04.38;25.05.00;24.09.00;24.06.00
00.04.39;25.05.00;24.09.00;24.06.00
00.04.40;25.05.00;24.09.00;24.06.00
00.04.41;25.05.00;24.08.00;24.06.00
00.04.42;25.04.00;24.08.00;24.06.00
00.04.43;25.04.00;24.08.00;24.06.00
00.04.44;25.04.00;24.08.00;24.06.00
00.04.45;25.04.00;24.08.00;24.06.00
00.04.46;25.04.00;24.08.00;24.06.00
00.04.47;25.04.00;24.08.00;24.06.00
00.04.48;25.04.00;24.08.00;24.06.00
00.04.49;25.04.00;24.08.00;24.06.00
00.04.50;25.04.00;24.08.00;24.06.00
00.04.51;25.04.00;24.08.00;24.06.00
00.04.52;25.04.00;24.09.00;24.06.00
00.04.53;25.04.00;24.09.00;24.07.00
00.04.54;25.04.00;24.09.00;24.07.00
00.04.55;25.04.00;24.09.00;24.07.00
00.04.56;25.04.00;24.09.00;24.07.00
00.04.57;25.04.00;24.09.00;24.07.00
00.04.58;25.04.00;25.00.00;24.08.00
00.04.59;25.04.00;25.00.00;24.08.00
00.05.00;25.05.00;25.00.00;24.08.00
00.05.01;25.05.00;25.00.00;24.08.00
00.05.02;25.05.00;25.00.00;24.08.00
00.05.03;25.05.00;25.00.00;24.08.00
00.05.04;25.05.00;25.00.00;24.09.00
00.05.05;25.04.00;25.00.00;24.09.00
00.05.06;25.04.00;25.00.00;24.08.00
00.05.07;25.04.00;25.00.00;24.08.00
00.05.08;25.04.00;25.00.00;24.08.00
00.05.09;25.04.00;25.00.00;24.08.00
00.05.10;25.04.00;25.00.00;24.08.00
00.05.11;25.04.00;25.00.00;24.09.00
00.05.12;25.04.00;25.00.00;25.01.00
00.05.13;25.04.00;25.02.00;25.07.00
00.05.14;25.04.00;25.06.00;26.07.00
00.05.15;25.04.00;26.01.00;27.09.00
00.05.16;25.04.00;26.08.00;29.05.00
00.05.17;25.04.00;27.07.00;31.00.00
00.05.18;25.04.00;28.06.00;32.05.00
00.05.19;25.05.00;29.06.00;34.00.00
00.05.20;25.05.00;30.05.00;35.03.00
00.05.21;25.05.00;31.05.00;36.07.00
00.05.22;25.06.00;32.04.00;38.02.00
00.05.23;25.07.00;33.04.00;39.06.00
00.05.24;25.07.00;34.04.00;41.01.00
00.05.25;25.08.00;35.04.00;42.06.00
00.05.26;25.09.00;36.04.00;44.01.00
00.05.27;26.00.00;37.04.00;45.05.00
00.05.28;26.01.00;38.05.00;46.09.00
00.05.29;26.02.00;39.05.00;48.02.00
00.05.30;26.03.00;40.04.00;49.04.00
00.05.31;26.04.00;41.04.00;50.05.00
00.05.32;26.05.00;42.04.00;51.05.00
00.05.33;26.06.00;43.03.00;52.03.00
00.05.34;26.07.00;44.03.00;53.02.00
00.05.35;26.09.00;45.01.00;54.00.00
00.05.36;27.00.00;45.08.00;54.06.00
00.05.37;27.01.00;46.05.00;55.03.00
00.05.38;27.03.00;47.03.00;56.00.00
00.05.39;27.04.00;47.09.00;56.06.00
00.05.40;27.05.00;48.05.00;57.01.00
00.05.41;27.07.00;49.01.00;57.06.00
00.05.42;27.08.00;49.06.00;58.01.00
00.05.43;28.00.00;50.01.00;58.06.00
00.05.44;28.01.00;50.07.00;59.00.00
00.05.45;28.02.00;51.01.00;59.04.00
00.05.46;28.04.00;51.06.00;59.08.00
00.05.47;28.05.00;52.00.00;60.01.00
00.05.48;28.07.00;52.04.00;60.05.00
00.05.49;28.08.00;52.08.00;60.09.00
00.05.50;28.09.00;53.02.00;61.02.00
00.05.51;29.00.00;53.07.00;61.06.00
00.05.52;29.02.00;54.01.00;62.01.00
00.05.53;29.03.00;54.05.00;62.06.00
00.05.54;29.04.00;54.09.00;63.01.00
00.05.55;29.06.00;55.03.00;63.05.00
00.05.56;29.07.00;55.07.00;64.00.00
00.05.57;29.08.00;56.01.00;64.04.00
00.05.58;30.00.00;56.05.00;64.07.00
00.05.59;30.01.00;56.09.00;65.00.00
00.06.00;30.02.00;57.02.00;65.03.00
00.06.01;30.03.00;57.07.00;65.05.00
00.06.02;30.05.00;58.01.00;65.08.00
00.06.03;30.06.00;58.05.00;66.00.00
00.06.04;30.08.00;58.07.00;66.00.00
00.06.05;31.00.00;58.09.00;65.06.00
00.06.06;31.01.00;58.09.00;65.00.00
00.06.07;31.02.00;58.09.00;64.04.00
00.06.08;31.03.00;58.09.00;64.03.00
00.06.09;31.05.00;58.08.00;64.02.00
00.06.10;31.06.00;58.08.00;64.02.00
00.06.11;31.07.00;58.09.00;64.02.00
00.06.12;31.09.00;58.09.00;64.03.00
00.06.13;32.00.00;59.00.00;64.06.00
00.06.14;32.01.00;59.00.00;65.00.00
00.06.15;32.02.00;59.01.00;65.04.00
00.06.16;32.04.00;59.01.00;65.07.00
00.06.17;32.05.00;59.01.00;65.09.00
00.06.18;32.06.00;59.03.00;66.01.00
00.06.19;32.08.00;59.04.00;66.04.00
00.06.20;32.09.00;59.05.00;66.03.00
00.06.21;33.01.00;59.06.00;66.01.00
00.06.22;33.02.00;59.07.00;66.00.00
00.06.23;33.02.00;59.07.00;66.00.00
00.06.24;33.03.00;59.09.00;66.04.00
00.06.25;33.04.00;60.01.00;66.09.00
00.06.26;33.05.00;60.02.00;67.01.00
00.06.27;33.06.00;60.03.00;67.04.00
00.06.28;33.08.00;60.04.00;67.07.00
00.06.29;33.09.00;60.06.00;68.00.00
00.06.30;34.01.00;60.08.00;68.02.00
00.06.31;34.01.00;60.09.00;68.03.00
00.06.32;34.02.00;61.00.00;68.02.00
00.06.33;34.04.00;61.03.00;68.05.00
00.06.34;34.05.00;61.05.00;68.08.00
00.06.35;34.07.00;61.05.00;69.00.00
00.06.36;34.08.00;61.05.00;69.02.00
00.06.37;34.09.00;61.06.00;69.03.00
00.06.38;35.00.00;61.08.00;69.04.00
00.06.39;35.01.00;61.09.00;69.05.00
00.06.40;35.02.00;62.01.00;69.06.00
00.06.41;35.04.00;62.02.00;69.07.00
00.06.42;35.06.00;62.02.00;69.07.00
00.06.43;35.07.00;62.02.00;69.06.00
00.06.44;35.08.00;62.02.00;69.05.00
00.06.45;35.09.00;62.02.00;69.05.00
00.06.46;36.00.00;62.03.00;69.04.00
00.06.47;36.01.00;62.03.00;69.04.00
00.06.48;36.02.00;62.04.00;69.04.00
00.06.49;36.03.00;62.04.00;69.04.00
00.06.50;36.04.00;62.05.00;69.04.00
00.06.51;36.05.00;62.06.00;69.04.00
00.06.52;36.07.00;62.07.00;69.06.00
00.06.53;36.08.00;62.09.00;69.08.00
00.06.54;36.09.00;63.00.00;69.09.00
00.06.55;37.01.00;63.02.00;70.02.00
00.06.56;37.02.00;63.03.00;70.04.00
00.06.57;37.03.00;63.05.00;70.06.00
00.06.58;37.04.00;63.06.00;70.07.00
00.06.59;37.05.00;63.07.00;70.07.00
00.07.00;37.05.00;63.08.00;70.08.00
00.07.01;37.05.00;63.09.00;70.08.00
00.07.02;37.06.00;64.00.00;70.08.00
00.07.03;37.06.00;64.00.00;70.09.00
00.07.04;37.07.00;64.02.00;71.00.00
00.07.05;37.08.00;64.04.00;71.00.00
00.07.06;37.09.00;64.04.00;71.01.00
00.07.07;38.00.00;64.05.00;71.02.00
00.07.08;38.01.00;64.05.00;71.02.00
00.07.09;38.01.00;64.06.00;71.01.00
00.07.10;38.02.00;64.05.00;71.00.00
00.07.11;38.02.00;64.05.00;70.09.00
00.07.12;38.03.00;64.05.00;70.07.00
00.07.13;38.05.00;64.04.00;70.05.00
00.07.14;38.06.00;64.03.00;70.04.00
00.07.15;38.06.00;64.03.00;70.02.00
00.07.16;38.07.00;64.01.00;69.09.00
00.07.17;38.07.00;64.00.00;69.06.00
00.07.18;38.08.00;64.00.00;69.05.00
00.07.19;38.09.00;63.09.00;69.03.00
00.07.20;39.00.00;63.08.00;69.02.00
00.07.21;39.00.00;63.07.00;69.01.00
00.07.22;39.01.00;63.06.00;68.08.00
00.07.23;39.01.00;63.05.00;68.07.00
00.07.24;39.02.00;63.04.00;68.09.00
00.07.25;39.02.00;63.04.00;69.01.00
00.07.26;39.03.00;63.04.00;69.03.00
00.07.27;39.03.00;63.05.00;69.04.00
00.07.28;39.03.00;63.05.00;69.05.00
00.07.29;39.04.00;63.06.00;69.06.00
00.07.30;39.05.00;63.07.00;69.08.00
00.07.31;39.05.00;63.07.00;69.09.00
00.07.32;39.06.00;63.08.00;70.01.00
00.07.33;39.07.00;63.09.00;70.02.00
00.07.34;39.08.00;64.00.00;70.04.00
00.07.35;39.09.00;64.01.00;70.06.00
00.07.36;40.00.00;64.02.00;70.06.00
00.07.37;40.01.00;64.04.00;70.08.00
00.07.38;40.01.00;64.04.00;71.00.00
00.07.39;40.02.00;64.04.00;71.00.00
00.07.40;40.02.00;64.03.00;71.01.00
00.07.41;40.02.00;64.03.00;71.02.00
00.07.42;40.03.00;64.02.00;71.02.00
00.07.43;40.03.00;64.02.00;71.02.00
00.07.44;40.03.00;64.02.00;71.00.00
00.07.45;40.04.00;64.03.00;70.07.00
00.07.46;40.04.00;64.03.00;70.06.00
00.07.47;40.05.00;64.02.00;70.06.00
00.07.48;40.05.00;64.02.00;70.06.00
00.07.49;40.06.00;64.02.00;70.05.00
00.07.50;40.06.00;64.01.00;70.05.00
00.07.51;40.07.00;64.01.00;70.04.00
00.07.52;40.08.00;64.01.00;70.03.00
00.07.53;40.09.00;64.02.00;70.02.00
00.07.54;41.00.00;64.03.00;70.02.00
00.07.55;41.02.00;64.04.00;70.02.00
00.07.56;41.03.00;64.04.00;70.02.00
00.07.57;41.05.00;64.05.00;70.02.00
00.07.58;41.06.00;64.05.00;70.02.00
00.07.59;41.07.00;64.05.00;70.02.00
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
