"","Catheter Cover Max. (C)","Catheter 13" Max. (C)","Catheter 9" Max. (C)","Uterus Max. (C)"
"00:00:00","24.5","24.4","24.3","24.0"
"00:00:01","24.5","24.4","24.3","24.0"
"00:00:02","24.5","24.4","24.3","24.0"
"00:00:03","24.5","24.4","24.3","24.0"
"00:00:04","24.5","24.4","24.3","24.0"
"00:00:05","24.5","24.4","24.3","24.0"
"00:00:06","24.5","24.4","24.3","24.0"
"00:00:07","24.5","24.4","24.3","24.0"
"00:00:08","24.5","24.4","24.3","24.0"
"00:00:09","24.5","24.4","24.3","24.0"
"00:00:10","24.5","24.4","24.3","24.0"
"00:00:11","24.5","24.4","24.3","24.0"
"00:00:12","24.5","24.4","24.3","24.0"
"00:00:13","24.5","24.4","24.3","24.0"
"00:00:14","24.5","24.4","24.3","24.0"
"00:00:15","24.5","24.4","24.3","24.0"
"00:00:16","24.5","24.4","24.3","24.0"
"00:00:17","24.5","24.4","24.3","24.0"
"00:00:18","24.5","24.4","24.3","24.0"
"00:00:19","24.5","24.4","24.3","24.0"
"00:00:20","24.5","24.4","24.3","24.0"
"00:00:21","24.5","24.4","24.3","24.0"
"00:00:22","24.5","24.4","24.3","24.0"
"00:00:23","24.5","24.4","24.3","24.0"
"00:00:24","24.5","24.4","24.3","24.0"
"00:00:25","24.5","24.4","24.3","24.0"
"00:00:26","24.5","24.4","24.3","24.0"
"00:00:27","24.5","24.4","24.3","24.0"
"00:00:28","24.5","24.4","24.3","24.0"
"00:00:29","24.5","24.4","24.3","24.0"
"00:00:30","24.5","24.4","24.3","24.0"
"00:00:31","24.5","24.4","24.3","24.0"
"00:00:32","24.5","24.4","24.3","24.0"
"00:00:33","24.5","24.4","24.3","24.0"
"00:00:34","24.5","24.4","24.3","24.0"
"00:00:35","24.5","24.4","24.3","24.0"
"00:00:36","24.5","24.4","24.3","24.0"
"00:00:37","24.5","24.4","24.3","24.0"
"00:00:38","24.5","24.4","24.3","24.0"
"00:00:39","24.5","24.4","24.3","24.0"
"00:00:40","24.5","24.4","24.3","24.0"
"00:00:41","24.5","24.4","24.3","24.0"
"00:00:42","24.5","24.4","24.3","24.0"
"00:00:43","24.5","24.4","24.3","24.0"
"00:00:44","24.5","24.4","24.3","24.0"
"00:00:45","24.5","24.4","24.3","24.0"
"00:00:46","24.5","24.4","24.3","24.0"
"00:00:47","24.5","24.4","24.3","24.0"
"00:00:48","24.5","24.5","24.3","24.0"
"00:00:49","24.5","24.5","24.4","24.0"
"00:00:50","24.6","24.5","24.4","24.0"
"00:00:51","24.6","24.5","24.4","24.0"
"00:00:52","24.6","24.5","24.4","24.0"
"00:00:53","24.6","24.6","24.4","24.0"
"00:00:54","24.6","24.6","24.4","24.0"
"00:00:55","24.6","24.6","24.4","24.0"
"00:00:56","24.6","24.6","24.5","24.0"
"00:00:57","24.6","24.6","24.5","24.0"
"00:00:58","24.6","24.7","24.5","24.0"
"00:00:59","24.6","24.7","24.5","24.0"
"00:01:00","24.6","24.7","24.5","24.0"
"00:01:01","24.7","24.7","24.5","24.0"
"00:01:02","24.7","24.7","24.5","24.0"
"00:01:03","24.7","24.7","24.5","24.0"
"00:01:04","24.7","24.7","24.5","24.0"
"00:01:05","24.7","24.7","24.5","24.0"
"00:01:06","24.7","24.7","24.5","24.0"
"00:01:07","24.7","24.7","24.5","24.0"
"00:01:08","24.7","24.7","24.5","24.0"
"00:01:09","24.7","24.7","24.5","24.0"
"00:01:10","24.7","24.7","24.5","24.0"
"00:01:11","24.7","24.7","24.5","24.0"
"00:01:12","24.7","24.7","24.5","24.0"
"00:01:13","24.7","24.7","24.5","24.0"
"00:01:14","24.7","24.7","24.5","24.0"
"00:01:15","24.7","24.7","24.5","24.0"
"00:01:16","24.7","24.7","24.5","24.0"
"00:01:17","24.7","24.7","24.5","24.0"
"00:01:18","24.7","24.7","24.5","24.0"
"00:01:19","24.8","24.7","24.5","24.0"
"00:01:20","24.8","24.7","24.5","24.0"
"00:01:21","24.8","24.7","24.5","24.0"
"00:01:22","24.7","24.7","24.4","24.0"
"00:01:23","24.8","24.7","24.5","24.0"
"00:01:24","24.8","24.7","24.5","24.0"
"00:01:25","24.8","24.7","24.5","24.0"
"00:01:26","24.8","24.7","24.5","24.0"
"00:01:27","24.8","24.7","24.5","24.0"
"00:01:28","24.8","24.7","24.5","24.0"
"00:01:29","24.8","24.7","24.5","24.0"
"00:01:30","24.8","24.7","24.5","24.0"
"00:01:31","24.8","24.7","24.5","24.0"
"00:01:32","24.8","24.7","24.5","24.0"
"00:01:33","24.8","24.7","24.5","24.0"
"00:01:34","24.8","24.7","24.5","24.0"
"00:01:35","24.8","24.7","24.5","24.0"
"00:01:36","24.8","24.7","24.5","24.0"
"00:01:37","24.8","24.8","24.5","24.0"
"00:01:38","24.8","24.7","24.5","24.0"
"00:01:39","24.8","24.8","24.5","24.0"
"00:01:40","24.8","24.8","24.5","24.0"
"00:01:41","24.8","24.8","24.5","24.0"
"00:01:42","24.8","24.8","24.6","24.0"
"00:01:43","24.9","24.8","24.6","24.0"
"00:01:44","24.9","24.8","24.6","24.0"
"00:01:45","24.9","24.8","24.6","24.0"
"00:01:46","24.9","24.8","24.6","24.0"
"00:01:47","24.9","24.8","24.6","24.0"
"00:01:48","24.9","24.8","24.6","24.0"
"00:01:49","24.9","24.8","24.6","24.0"
"00:01:50","24.9","24.8","24.6","24.0"
"00:01:51","24.9","24.8","24.6","24.0"
"00:01:52","24.9","24.8","24.6","24.0"
"00:01:53","24.9","24.8","24.6","24.0"
"00:01:54","24.9","24.8","24.6","24.0"
"00:01:55","24.9","24.8","24.6","24.0"
"00:01:56","24.9","24.8","24.7","24.0"
"00:01:57","24.9","24.8","24.7","24.0"
"00:01:58","24.9","24.8","24.7","24.0"
"00:01:59","24.9","24.8","24.7","24.0"
"00:02:00","24.9","24.8","24.7","24.0"
"00:02:01","24.9","24.9","24.7","24.0"
"00:02:02","24.9","24.9","24.7","24.0"
"00:02:03","24.9","24.9","24.7","24.0"
"00:02:04","24.9","24.9","24.7","24.0"
"00:02:05","24.9","24.9","24.7","24.0"
"00:02:06","24.9","24.9","24.7","24.0"
"00:02:07","24.9","24.9","24.7","24.0"
"00:02:08","24.9","24.9","24.7","24.0"
"00:02:09","24.9","24.9","24.7","24.0"
"00:02:10","24.9","24.9","24.7","24.0"
"00:02:11","24.9","24.9","24.7","24.0"
"00:02:12","24.9","24.9","24.7","24.0"
"00:02:13","24.9","24.9","24.7","24.0"
"00:02:14","24.9","24.9","24.7","24.0"
"00:02:15","25.0","24.9","24.7","24.0"
"00:02:16","25.0","24.8","24.6","24.0"
"00:02:17","25.0","24.9","24.6","24.0"
"00:02:18","25.0","24.9","24.7","24.0"
"00:02:19","25.0","24.9","24.7","24.0"
"00:02:20","25.0","24.9","24.7","24.0"
"00:02:21","25.0","24.9","24.7","24.0"
"00:02:22","25.0","24.9","24.7","24.0"
"00:02:23","25.0","24.9","24.7","24.0"
"00:02:24","25.0","24.9","24.6","24.0"
"00:02:25","25.0","24.9","24.6","24.0"
"00:02:26","25.0","24.9","24.6","24.0"
"00:02:27","25.0","24.9","24.6","24.0"
"00:02:28","25.0","24.9","24.6","24.0"
"00:02:29","25.0","24.9","24.6","24.0"
"00:02:30","25.0","24.9","24.6","24.0"
"00:02:31","25.0","24.9","24.6","24.0"
"00:02:32","25.0","24.9","24.6","24.0"
"00:02:33","25.0","24.9","24.6","24.0"
"00:02:34","25.0","24.9","24.6","24.0"
"00:02:35","25.0","24.9","24.6","24.0"
"00:02:36","25.0","24.9","24.6","24.0"
"00:02:37","25.0","24.9","24.6","24.0"
"00:02:38","25.0","24.9","24.6","24.0"
"00:02:39","25.0","24.9","24.6","24.0"
"00:02:40","25.0","24.9","24.6","24.0"
"00:02:41","25.0","24.9","24.6","24.0"
"00:02:42","25.0","24.9","24.7","24.0"
"00:02:43","25.1","24.9","24.6","24.0"
"00:02:44","25.1","24.9","24.7","24.0"
"00:02:45","25.0","24.9","24.6","24.0"
"00:02:46","25.0","24.9","24.6","24.0"
"00:02:47","25.0","24.9","24.6","24.0"
"00:02:48","25.0","24.9","24.6","24.0"
"00:02:49","25.0","24.9","24.6","24.0"
"00:02:50","25.0","24.9","24.6","24.0"
"00:02:51","25.1","24.9","24.6","24.0"
"00:02:52","25.1","24.9","24.6","24.0"
"00:02:53","25.1","24.9","24.6","24.0"
"00:02:54","25.1","24.9","24.6","24.0"
"00:02:55","25.1","24.9","24.6","24.0"
"00:02:56","25.1","24.9","24.6","24.0"
"00:02:57","25.1","24.9","24.6","24.0"
"00:02:58","25.1","24.9","24.6","24.0"
"00:02:59","25.1","24.9","24.6","24.0"
"00:03:00","25.1","24.9","24.6","24.0"
"00:03:01","25.1","24.9","24.6","24.0"
"00:03:02","25.1","24.9","24.6","24.0"
"00:03:03","25.1","24.9","24.6","24.0"
"00:03:04","25.1","24.9","24.6","24.0"
"00:03:05","25.1","24.9","24.6","24.0"
"00:03:06","25.1","24.8","24.6","24.0"
"00:03:07","25.1","24.8","24.6","24.0"
"00:03:08","25.1","24.8","24.6","24.0"
"00:03:09","25.1","24.8","24.6","24.0"
"00:03:10","25.1","24.9","24.6","24.0"
"00:03:11","25.1","24.9","24.6","24.0"
"00:03:12","25.1","24.8","24.6","24.0"
"00:03:13","25.1","24.9","24.6","24.0"
"00:03:14","25.1","24.9","24.6","24.0"
"00:03:15","25.1","24.9","24.6","24.0"
"00:03:16","25.1","24.9","24.6","24.0"
"00:03:17","25.1","24.9","24.6","24.0"
"00:03:18","25.1","24.9","24.6","24.0"
"00:03:19","25.1","24.9","24.6","24.0"
"00:03:20","25.1","24.9","24.6","24.0"
"00:03:21","25.1","24.9","24.6","24.0"
"00:03:22","25.1","24.9","24.6","24.0"
"00:03:23","25.1","24.9","24.6","24.0"
"00:03:24","25.1","24.9","24.6","24.0"
"00:03:25","25.2","24.9","24.6","24.0"
"00:03:26","25.2","24.9","24.6","24.0"
"00:03:27","25.2","24.9","24.6","24.0"
"00:03:28","25.2","24.9","24.6","24.0"
"00:03:29","25.2","24.9","24.6","24.0"
"00:03:30","25.1","24.9","24.6","24.0"
"00:03:31","25.1","24.9","24.6","24.0"
"00:03:32","25.1","24.9","24.6","24.0"
"00:03:33","25.1","24.9","24.6","24.0"
"00:03:34","25.1","24.9","24.6","24.0"
"00:03:35","25.1","24.9","24.6","24.0"
"00:03:36","25.1","24.9","24.6","24.0"
"00:03:37","25.1","24.9","24.6","24.0"
"00:03:38","25.1","24.9","24.6","24.0"
"00:03:39","25.1","24.9","24.6","24.0"
"00:03:40","25.1","24.9","24.6","24.0"
"00:03:41","25.1","24.9","24.6","24.0"
"00:03:42","25.1","24.9","24.6","24.0"
"00:03:43","25.1","24.9","24.6","24.0"
"00:03:44","25.1","24.9","24.6","24.0"
"00:03:45","25.1","24.9","24.6","24.0"
"00:03:46","25.2","24.9","24.6","24.0"
"00:03:47","25.1","24.9","24.6","24.0"
"00:03:48","25.1","24.9","24.6","24.0"
"00:03:49","25.2","24.9","24.6","24.0"
"00:03:50","25.1","24.9","24.6","24.0"
"00:03:51","25.2","24.9","24.6","24.0"
"00:03:52","25.2","24.9","24.6","24.0"
"00:03:53","25.2","24.9","24.6","24.0"
"00:03:54","25.2","24.9","24.6","24.0"
"00:03:55","25.2","24.9","24.6","24.0"
"00:03:56","25.2","24.9","24.6","24.0"
"00:03:57","25.2","24.9","24.6","24.0"
"00:03:58","25.2","24.9","24.6","24.0"
"00:03:59","25.2","24.9","24.6","24.0"
"00:04:00","25.2","24.9","24.6","24.0"
"00:04:01","25.2","24.9","24.6","24.0"
"00:04:02","25.2","24.9","24.6","24.0"
"00:04:03","25.2","24.8","24.6","24.0"
"00:04:04","25.2","24.8","24.6","23.9"
"00:04:05","25.2","24.8","24.6","23.9"
"00:04:06","25.2","24.8","24.5","24.0"
"00:04:07","25.2","24.8","24.5","24.0"
"00:04:08","25.2","24.8","24.5","24.0"
"00:04:09","25.2","24.8","24.5","24.0"
"00:04:10","25.2","24.9","24.5","24.0"
"00:04:11","25.2","24.9","24.5","24.0"
"00:04:12","25.2","24.9","24.6","24.0"
"00:04:13","25.2","24.9","24.6","24.0"
"00:04:14","25.2","24.9","24.6","24.0"
"00:04:15","25.2","24.9","24.6","24.0"
"00:04:16","25.2","24.9","24.6","24.0"
"00:04:17","25.2","24.9","24.6","24.0"
"00:04:18","25.2","24.9","24.6","24.0"
"00:04:19","25.2","24.9","24.6","24.0"
"00:04:20","25.2","24.9","24.6","24.0"
"00:04:21","25.2","24.9","24.6","24.0"
"00:04:22","25.2","24.9","24.6","24.0"
"00:04:23","25.3","24.9","24.6","24.0"
"00:04:24","25.3","24.9","24.6","24.0"
"00:04:25","25.3","24.9","24.6","24.0"
"00:04:26","25.3","24.9","24.6","24.0"
"00:04:27","25.2","24.9","24.6","24.0"
"00:04:28","25.3","25.0","24.7","24.0"
"00:04:29","25.3","25.0","24.7","24.0"
"00:04:30","25.3","25.0","24.7","24.0"
"00:04:31","25.3","25.0","24.7","24.0"
"00:04:32","25.3","25.0","24.7","24.0"
"00:04:33","25.3","25.0","24.7","24.0"
"00:04:34","25.3","25.0","24.7","24.0"
"00:04:35","25.3","25.0","24.7","24.0"
"00:04:36","25.3","25.0","24.7","24.0"
"00:04:37","25.3","25.1","24.7","24.0"
"00:04:38","25.3","25.1","24.7","24.0"
"00:04:39","25.3","25.1","24.7","24.0"
"00:04:40","25.3","25.1","24.7","24.0"
"00:04:41","25.3","25.1","24.7","24.0"
"00:04:42","25.3","25.1","24.7","24.0"
"00:04:43","25.3","25.1","24.7","24.0"
"00:04:44","25.3","25.0","24.7","24.0"
"00:04:45","25.3","25.1","24.7","24.0"
"00:04:46","25.2","25.1","24.8","24.0"
"00:04:47","25.2","25.0","24.8","24.0"
"00:04:48","25.2","25.0","24.7","24.0"
"00:04:49","25.2","25.0","24.7","24.0"
"00:04:50","25.2","25.0","24.7","24.0"
"00:04:51","25.2","25.0","24.7","24.0"
"00:04:52","25.2","25.0","24.7","24.0"
"00:04:53","25.2","25.0","24.7","24.0"
"00:04:54","25.2","25.0","24.7","24.0"
"00:04:55","25.2","24.9","24.7","24.0"
"00:04:56","25.2","24.9","24.6","24.0"
"00:04:57","25.2","24.9","24.6","24.0"
"00:04:58","25.2","24.9","24.6","24.0"
"00:04:59","25.2","24.9","24.6","24.0"
"00:05:00","25.2","24.9","24.6","24.0"
"00:05:01","25.2","24.9","24.7","24.0"
"00:05:02","25.2","24.9","24.7","24.0"
"00:05:03","25.2","24.9","24.7","24.0"
"00:05:04","25.2","24.9","24.7","24.0"
"00:05:05","25.2","24.9","24.7","24.0"
"00:05:06","25.2","24.9","24.7","24.0"
"00:05:07","25.2","25.0","24.7","24.0"
"00:05:08","25.2","24.9","24.7","24.0"
"00:05:09","25.2","24.9","24.7","24.0"
"00:05:10","25.2","24.9","24.7","24.0"
"00:05:11","25.3","25.0","24.8","24.0"
"00:05:12","25.3","25.0","24.9","24.0"
"00:05:13","25.3","25.0","24.9","24.0"
"00:05:14","25.3","25.0","24.9","24.0"
"00:05:15","25.3","25.1","24.9","24.0"
"00:05:16","25.3","25.1","25.0","24.0"
"00:05:17","25.3","25.1","25.0","24.0"
"00:05:18","25.2","25.1","25.0","24.0"
"00:05:19","25.2","25.1","25.0","24.0"
"00:05:20","25.2","25.1","25.0","24.0"
"00:05:21","25.2","25.1","25.0","24.0"
"00:05:22","25.2","25.1","25.0","24.0"
"00:05:23","25.3","25.1","25.0","24.0"
"00:05:24","25.3","25.1","25.0","24.0"
"00:05:25","25.3","25.1","25.1","24.0"
"00:05:26","25.3","25.2","25.1","24.0"
"00:05:27","25.3","25.2","25.2","24.1"
"00:05:28","25.3","25.2","25.2","24.1"
"00:05:29","25.3","25.2","25.2","24.1"
"00:05:30","25.3","25.2","25.2","24.1"
"00:05:31","25.3","25.2","25.2","24.1"
"00:05:32","25.3","25.2","25.2","24.1"
"00:05:33","25.3","25.2","25.2","24.1"
"00:05:34","25.3","25.2","25.2","24.1"
"00:05:35","25.3","25.2","25.2","24.1"
"00:05:36","25.2","25.1","25.2","24.1"
"00:05:37","25.2","25.1","25.1","24.1"
"00:05:38","25.2","25.1","25.1","24.1"
"00:05:39","25.2","25.1","25.1","24.1"
"00:05:40","25.2","25.1","25.1","24.1"
"00:05:41","25.2","25.1","25.1","24.1"
"00:05:42","25.2","25.0","25.1","24.1"
"00:05:43","25.2","25.0","25.1","24.1"
"00:05:44","25.2","25.0","25.0","24.1"
"00:05:45","25.2","25.0","25.0","24.1"
"00:05:46","25.1","25.0","25.0","24.1"
"00:05:47","25.1","25.0","25.0","24.1"
"00:05:48","25.1","24.9","25.0","24.1"
"00:05:49","25.1","24.9","25.0","24.1"
"00:05:50","25.1","24.9","25.0","24.1"
"00:05:51","25.1","24.9","24.9","24.1"
"00:05:52","25.1","24.9","24.9","24.1"
"00:05:53","25.1","25.0","25.1","24.3"
"00:05:54","25.1","25.4","25.5","24.9"
"00:05:55","25.1","26.1","26.1","25.9"
"00:05:56","25.1","27.0","26.9","27.3"
"00:05:57","25.1","27.9","27.8","29.4"
"00:05:58","25.1","28.9","28.8","32.4"
"00:05:59","25.1","30.0","29.9","36.7"
"00:06:00","25.1","31.2","31.2","41.7"
"00:06:01","25.2","32.5","32.5","46.8"
"00:06:02","25.2","34.0","33.8","51.5"
"00:06:03","25.2","35.4","35.2","55.8"
"00:06:04","25.3","36.8","36.5","59.6"
"00:06:05","25.3","38.1","37.7","63.0"
"00:06:06","25.4","39.4","38.9","66.0"
"00:06:07","25.4","40.6","40.0","68.5"
"00:06:08","25.5","41.7","41.1","70.8"
"00:06:09","25.6","42.8","42.1","72.9"
"00:06:10","25.6","43.7","43.1","74.7"
"00:06:11","25.7","44.7","44.0","76.3"
