"","Catheter Cover Max. (C)","Catheter 13" Max. (C)","Catheter 9" Max. (C)","Uterus Max. (C)"
"00:01:06","25.6","25.1","24.7","25.9"
"00:01:07","25.6","25.1","24.7","25.9"
"00:01:08","25.6","25.1","24.7","25.9"
"00:01:09","25.6","25.1","24.7","25.9"
"00:01:10","25.6","25.1","24.7","25.9"
"00:01:11","25.6","25.1","24.7","25.9"
"00:01:12","25.6","25.1","24.7","25.9"
"00:01:13","25.6","25.1","24.7","25.9"
"00:01:14","25.6","25.1","24.7","25.9"
"00:01:15","25.6","25.1","24.7","25.9"
"00:01:16","25.6","25.1","24.7","25.9"
"00:01:17","25.6","25.1","24.7","25.9"
"00:01:18","25.6","25.1","24.7","25.9"
"00:01:19","25.6","25.2","24.7","25.9"
"00:01:20","25.6","25.2","24.7","25.9"
"00:01:21","25.6","25.1","24.7","25.9"
"00:01:22","25.6","25.1","24.7","25.9"
"00:01:23","25.6","25.1","24.7","25.9"
"00:01:24","25.6","25.1","24.7","25.9"
"00:01:25","25.6","25.1","24.7","25.9"
"00:01:26","25.6","25.1","24.7","25.9"
"00:01:27","25.6","25.1","24.7","25.9"
"00:01:28","25.6","25.1","24.7","25.9"
"00:01:29","25.6","25.1","24.7","25.9"
"00:01:30","25.6","25.1","24.7","25.9"
"00:01:31","25.6","25.1","24.7","25.9"
"00:01:32","25.6","25.1","24.7","25.9"
"00:01:33","25.6","25.1","24.7","25.9"
"00:01:34","25.6","25.1","24.7","25.9"
"00:01:35","25.6","25.1","24.7","25.9"
"00:01:36","25.6","25.1","24.7","25.9"
"00:01:37","25.6","25.1","24.7","25.9"
"00:01:38","25.6","25.1","24.7","25.9"
"00:01:39","25.6","25.1","24.7","25.9"
"00:01:40","25.6","25.1","24.7","25.9"
"00:01:41","25.6","25.1","24.7","25.9"
"00:01:42","25.6","25.1","24.7","25.9"
"00:01:43","25.6","25.1","24.7","25.8"
"00:01:44","25.6","25.1","24.7","25.8"
"00:01:45","25.6","25.1","24.7","25.8"
"00:01:46","25.6","25.1","24.7","25.8"
"00:01:47","25.6","25.2","24.7","25.8"
"00:01:48","25.6","25.2","24.7","25.8"
"00:01:49","25.6","25.2","24.7","25.8"
"00:01:50","25.6","25.1","24.7","25.8"
"00:01:51","25.6","25.1","24.7","25.8"
"00:01:52","25.6","25.1","24.7","25.8"
"00:01:53","25.6","25.2","24.7","25.8"
"00:01:54","25.6","25.1","24.7","25.8"
"00:01:55","25.6","25.1","24.7","25.8"
"00:01:56","25.6","25.1","24.7","25.8"
"00:01:57","25.6","25.2","24.8","25.8"
"00:01:58","25.6","25.2","24.8","25.8"
"00:01:59","25.6","25.2","24.8","25.8"
"00:02:00","25.6","25.2","24.8","25.8"
"00:02:01","25.6","25.2","24.8","25.8"
"00:02:02","25.6","25.2","24.8","25.8"
"00:02:03","25.6","25.2","24.8","25.8"
"00:02:04","25.6","25.2","24.8","25.8"
"00:02:05","25.7","25.2","24.8","25.8"
"00:02:06","25.7","25.2","24.8","25.8"
"00:02:07","25.6","25.2","24.8","25.8"
"00:02:08","25.6","25.2","24.8","25.8"
"00:02:09","25.6","25.2","24.8","25.8"
"00:02:10","25.6","25.2","24.7","25.8"
"00:02:11","25.6","25.2","24.7","25.8"
"00:02:12","25.6","25.2","24.7","25.8"
"00:02:13","25.6","25.1","24.7","25.8"
"00:02:14","25.6","25.2","24.7","25.8"
"00:02:15","25.6","25.2","24.7","25.8"
"00:02:16","25.7","25.2","24.7","25.8"
"00:02:17","25.6","25.2","24.7","25.8"
"00:02:18","25.6","25.2","24.7","25.8"
"00:02:19","25.6","25.2","24.7","25.8"
"00:02:20","25.6","25.2","24.7","25.8"
"00:02:21","25.7","25.2","24.7","25.8"
"00:02:22","25.6","25.2","24.7","25.8"
"00:02:23","25.6","25.2","24.7","25.8"
"00:02:24","25.6","25.1","24.7","25.8"
"00:02:25","25.6","25.1","24.7","25.8"
"00:02:26","25.6","25.1","24.7","25.8"
"00:02:27","25.6","25.1","24.7","25.8"
"00:02:28","25.6","25.1","24.7","25.7"
"00:02:29","25.6","25.1","24.7","25.8"
"00:02:30","25.6","25.1","24.7","25.8"
"00:02:31","25.6","25.1","24.7","25.8"
"00:02:32","25.6","25.1","24.7","25.8"
"00:02:33","25.7","25.1","24.7","25.7"
"00:02:34","25.6","25.1","24.7","25.7"
"00:02:35","25.7","25.1","24.7","25.7"
"00:02:36","25.6","25.1","24.7","25.7"
"00:02:37","25.7","25.1","24.7","25.8"
"00:02:38","25.6","25.1","24.7","25.7"
"00:02:39","25.7","25.1","24.7","25.7"
"00:02:40","25.7","25.1","24.7","25.7"
"00:02:41","25.7","25.1","24.7","25.7"
"00:02:42","25.6","25.1","24.7","25.7"
"00:02:43","25.6","25.1","24.7","25.7"
"00:02:44","25.6","25.1","24.6","25.7"
"00:02:45","25.6","25.1","24.6","25.7"
"00:02:46","25.6","25.1","24.6","25.7"
"00:02:47","25.6","25.1","24.6","25.7"
"00:02:48","25.7","25.1","24.6","25.7"
"00:02:49","25.6","25.1","24.6","25.7"
"00:02:50","25.7","25.1","24.6","25.7"
"00:02:51","25.7","25.1","24.6","25.7"
"00:02:52","25.7","25.1","24.6","25.7"
"00:02:53","25.7","25.1","24.6","25.7"
"00:02:54","25.7","25.1","24.6","25.7"
"00:02:55","25.6","25.1","24.7","25.7"
"00:02:56","25.7","25.1","24.7","25.7"
"00:02:57","25.7","25.1","24.7","25.7"
"00:02:58","25.7","25.1","24.7","25.7"
"00:02:59","25.7","25.1","24.7","25.7"
"00:03:00","25.7","25.1","24.7","25.7"
"00:03:01","25.7","25.1","24.7","25.7"
"00:03:02","25.7","25.1","24.6","25.7"
"00:03:03","25.7","25.1","24.6","25.7"
"00:03:04","25.7","25.1","24.7","25.7"
"00:03:05","25.7","25.1","24.6","25.7"
"00:03:06","25.7","25.1","24.6","25.7"
"00:03:07","25.7","25.1","24.6","25.7"
"00:03:08","25.7","25.1","24.6","25.7"
"00:03:09","25.7","25.1","24.7","25.7"
"00:03:10","25.7","25.1","24.6","25.7"
"00:03:11","25.7","25.1","24.6","25.7"
"00:03:12","25.6","25.1","24.6","25.7"
"00:03:13","25.6","25.1","24.6","25.7"
"00:03:14","25.6","25.1","24.6","25.7"
"00:03:15","25.6","25.1","24.6","25.7"
"00:03:16","25.6","25.1","24.6","25.7"
"00:03:17","25.6","25.1","24.7","25.7"
"00:03:18","25.7","25.1","24.7","25.7"
"00:03:19","25.7","25.1","24.6","25.7"
"00:03:20","25.7","25.1","24.6","25.7"
"00:03:21","25.7","25.1","24.6","25.7"
"00:03:22","25.7","25.1","24.7","25.7"
"00:03:23","25.7","25.1","24.7","25.7"
"00:03:24","25.7","25.1","24.7","25.7"
"00:03:25","25.7","25.1","24.7","25.7"
"00:03:26","25.7","25.1","24.7","25.7"
"00:03:27","25.7","25.1","24.6","25.7"
"00:03:28","25.7","25.1","24.6","25.7"
"00:03:29","25.7","25.0","24.6","25.6"
"00:03:30","25.7","25.0","24.6","25.6"
"00:03:31","25.7","25.0","24.6","25.6"
"00:03:32","25.7","25.0","24.6","25.6"
"00:03:33","25.7","25.0","24.6","25.6"
"00:03:34","25.7","25.0","24.6","25.6"
"00:03:35","25.7","25.0","24.6","25.6"
"00:03:36","25.7","25.0","24.6","25.6"
"00:03:37","25.7","25.0","24.6","25.6"
"00:03:38","25.6","25.0","24.6","25.6"
"00:03:39","25.6","25.0","24.6","25.6"
"00:03:40","25.6","25.0","24.6","25.6"
"00:03:41","25.6","25.0","24.6","25.6"
"00:03:42","25.6","25.0","24.6","25.6"
"00:03:43","25.7","25.0","24.6","25.6"
"00:03:44","25.7","25.0","24.6","25.6"
"00:03:45","25.7","25.0","24.6","25.6"
"00:03:46","25.7","25.0","24.6","25.6"
"00:03:47","25.7","25.0","24.6","25.6"
"00:03:48","25.7","25.0","24.6","25.6"
"00:03:49","25.7","25.0","24.6","25.6"
"00:03:50","25.7","25.0","24.6","25.6"
"00:03:51","25.7","25.0","24.6","25.6"
"00:03:52","25.7","25.0","24.6","25.6"
"00:03:53","25.7","25.0","24.6","25.6"
"00:03:54","25.7","25.0","24.6","25.6"
"00:03:55","25.7","24.9","24.6","25.6"
"00:03:56","25.7","25.0","24.6","25.6"
"00:03:57","25.7","25.0","24.6","25.6"
"00:03:58","25.7","25.0","24.6","25.6"
"00:03:59","25.7","25.0","24.6","25.6"
"00:04:00","25.7","25.0","24.6","25.6"
"00:04:01","25.7","25.0","24.6","25.6"
"00:04:02","25.7","25.0","24.6","25.6"
"00:04:03","25.7","25.0","24.6","25.6"
"00:04:04","25.7","25.0","24.6","25.6"
"00:04:05","25.7","25.0","24.6","25.6"
"00:04:06","25.7","25.0","24.6","25.6"
"00:04:07","25.7","25.0","24.6","25.6"
"00:04:08","25.7","25.0","24.5","25.6"
"00:04:09","25.7","25.0","24.5","25.6"
"00:04:10","25.7","25.0","24.6","25.6"
"00:04:11","25.7","25.0","24.6","25.6"
"00:04:12","25.7","25.0","24.6","25.6"
"00:04:13","25.7","25.0","24.6","25.6"
"00:04:14","25.6","25.0","24.6","25.6"
"00:04:15","25.6","25.0","24.6","25.6"
"00:04:16","25.6","25.0","24.6","25.6"
"00:04:17","25.6","25.0","24.6","25.6"
"00:04:18","25.6","25.0","24.6","25.6"
"00:04:19","25.6","24.9","24.6","25.6"
"00:04:20","25.6","24.9","24.6","25.6"
"00:04:21","25.5","24.9","24.6","25.6"
"00:04:22","25.5","24.9","24.6","25.6"
"00:04:23","25.5","24.9","24.6","25.6"
"00:04:24","25.5","24.9","24.6","25.6"
"00:04:25","25.5","24.9","24.6","25.6"
"00:04:26","25.5","24.9","24.6","25.6"
"00:04:27","25.5","24.9","24.6","25.6"
"00:04:28","25.5","24.9","24.6","25.6"
"00:04:29","25.5","24.9","24.6","25.6"
"00:04:30","25.5","24.9","24.6","25.6"
"00:04:31","25.5","24.9","24.6","25.6"
"00:04:32","25.4","24.9","24.6","25.6"
"00:04:33","25.4","24.9","24.6","25.6"
"00:04:34","25.4","24.8","24.6","25.6"
"00:04:35","25.4","24.8","24.5","25.6"
"00:04:36","25.4","24.8","24.6","25.6"
"00:04:37","25.4","24.9","24.6","25.6"
"00:04:38","25.5","24.9","24.6","25.6"
"00:04:39","25.5","24.9","24.6","25.6"
"00:04:40","25.5","24.9","24.6","25.6"
"00:04:41","25.5","24.8","24.6","25.6"
"00:04:42","25.4","24.8","24.6","25.5"
"00:04:43","25.4","24.8","24.6","25.5"
"00:04:44","25.4","24.8","24.6","25.6"
"00:04:45","25.4","24.8","24.6","25.6"
"00:04:46","25.4","24.8","24.6","25.6"
"00:04:47","25.4","24.8","24.6","25.6"
"00:04:48","25.4","24.8","24.6","25.5"
"00:04:49","25.4","24.8","24.6","25.6"
"00:04:50","25.4","24.8","24.6","25.5"
"00:04:51","25.4","24.8","24.6","25.5"
"00:04:52","25.4","24.9","24.6","25.5"
"00:04:53","25.4","24.9","24.7","25.5"
"00:04:54","25.4","24.9","24.7","25.5"
"00:04:55","25.4","24.9","24.7","25.5"
"00:04:56","25.4","24.9","24.7","25.5"
"00:04:57","25.4","24.9","24.7","25.4"
"00:04:58","25.4","25.0","24.8","25.4"
"00:04:59","25.4","25.0","24.8","25.4"
"00:05:00","25.5","25.0","24.8","25.4"
"00:05:01","25.5","25.0","24.8","25.4"
"00:05:02","25.5","25.0","24.8","25.4"
"00:05:03","25.5","25.0","24.8","25.4"
"00:05:04","25.5","25.0","24.9","25.4"
"00:05:05","25.4","25.0","24.9","25.4"
"00:05:06","25.4","25.0","24.8","25.4"
"00:05:07","25.4","25.0","24.8","25.4"
"00:05:08","25.4","25.0","24.8","25.4"
"00:05:09","25.4","25.0","24.8","25.4"
"00:05:10","25.4","25.0","24.8","25.4"
"00:05:11","25.4","25.0","24.9","25.4"
"00:05:12","25.4","25.0","25.1","25.6"
"00:05:13","25.4","25.2","25.7","26.1"
"00:05:14","25.4","25.6","26.7","27.1"
"00:05:15","25.4","26.1","27.9","28.4"
"00:05:16","25.4","26.8","29.5","29.7"
"00:05:17","25.4","27.7","31.0","30.6"
"00:05:18","25.4","28.6","32.5","31.8"
"00:05:19","25.5","29.6","34.0","33.1"
"00:05:20","25.5","30.5","35.3","35.8"
"00:05:21","25.5","31.5","36.7","38.3"
"00:05:22","25.6","32.4","38.2","41.1"
"00:05:23","25.7","33.4","39.6","44.1"
"00:05:24","25.7","34.4","41.1","47.1"
"00:05:25","25.8","35.4","42.6","50.0"
"00:05:26","25.9","36.4","44.1","52.9"
"00:05:27","26.0","37.4","45.5","55.6"
"00:05:28","26.1","38.5","46.9","58.2"
"00:05:29","26.2","39.5","48.2","60.6"
"00:05:30","26.3","40.4","49.4","62.8"
"00:05:31","26.4","41.4","50.5","64.9"
"00:05:32","26.5","42.4","51.5","66.7"
"00:05:33","26.6","43.3","52.3","68.4"
"00:05:34","26.7","44.3","53.2","69.9"
"00:05:35","26.9","45.1","54.0","71.3"
"00:05:36","27.0","45.8","54.6","72.6"
"00:05:37","27.1","46.5","55.3","73.7"
"00:05:38","27.3","47.3","56.0","74.7"
"00:05:39","27.4","47.9","56.6","75.6"
"00:05:40","27.5","48.5","57.1","76.4"
"00:05:41","27.7","49.1","57.6","77.2"
"00:05:42","27.8","49.6","58.1","77.9"
"00:05:43","28.0","50.1","58.6","78.5"
"00:05:44","28.1","50.7","59.0","78.7"
"00:05:45","28.2","51.1","59.4","78.2"
"00:05:46","28.4","51.6","59.8","77.9"
"00:05:47","28.5","52.0","60.1","78.5"
"00:05:48","28.7","52.4","60.5","80.0"
"00:05:49","28.8","52.8","60.9","80.5"
"00:05:50","28.9","53.2","61.2","81.1"
"00:05:51","29.0","53.7","61.6","81.8"
"00:05:52","29.2","54.1","62.1","82.5"
"00:05:53","29.3","54.5","62.6","83.2"
"00:05:54","29.4","54.9","63.1","83.9"
"00:05:55","29.6","55.3","63.5","84.5"
"00:05:56","29.7","55.7","64.0","85.1"
"00:05:57","29.8","56.1","64.4","85.7"
"00:05:58","30.0","56.5","64.7","86.2"
"00:05:59","30.1","56.9","65.0","86.8"
"00:06:00","30.2","57.2","65.3","87.2"
"00:06:01","30.3","57.7","65.5","87.7"
"00:06:02","30.5","58.1","65.8","88.0"
"00:06:03","30.6","58.5","66.0","88.4"
"00:06:04","30.8","58.7","66.0","88.7"
"00:06:05","31.0","58.9","65.6","89.0"
"00:06:06","31.1","58.9","65.0","89.2"
"00:06:07","31.2","58.9","64.4","89.4"
"00:06:08","31.3","58.9","64.3","89.6"
"00:06:09","31.5","58.8","64.2","89.8"
"00:06:10","31.6","58.8","64.2","89.9"
"00:06:11","31.7","58.9","64.2","90.0"
"00:06:12","31.9","58.9","64.3","90.1"
"00:06:13","32.0","59.0","64.6","90.2"
"00:06:14","32.1","59.0","65.0","89.5"
"00:06:15","32.2","59.1","65.4","88.8"
"00:06:16","32.4","59.1","65.7","88.5"
"00:06:17","32.5","59.1","65.9","89.7"
"00:06:18","32.6","59.3","66.1","90.4"
"00:06:19","32.8","59.4","66.4","90.6"
"00:06:20","32.9","59.5","66.3","90.8"
"00:06:21","33.1","59.6","66.1","91.0"
"00:06:22","33.2","59.7","66.0","91.2"
"00:06:23","33.2","59.7","66.0","91.4"
"00:06:24","33.3","59.9","66.4","91.6"
"00:06:25","33.4","60.1","66.9","91.9"
"00:06:26","33.5","60.2","67.1","92.1"
"00:06:27","33.6","60.3","67.4","92.3"
"00:06:28","33.8","60.4","67.7","92.5"
"00:06:29","33.9","60.6","68.0","92.7"
"00:06:30","34.1","60.8","68.2","92.9"
"00:06:31","34.1","60.9","68.3","93.1"
"00:06:32","34.2","61.0","68.2","93.2"
"00:06:33","34.4","61.3","68.5","93.3"
"00:06:34","34.5","61.5","68.8","93.4"
"00:06:35","34.7","61.5","69.0","93.5"
"00:06:36","34.8","61.5","69.2","93.6"
"00:06:37","34.9","61.6","69.3","93.6"
"00:06:38","35.0","61.8","69.4","93.7"
"00:06:39","35.1","61.9","69.5","93.7"
"00:06:40","35.2","62.1","69.6","93.7"
"00:06:41","35.4","62.2","69.7","93.8"
"00:06:42","35.6","62.2","69.7","93.8"
"00:06:43","35.7","62.2","69.6","93.7"
"00:06:44","35.8","62.2","69.5","93.6"
"00:06:45","35.9","62.2","69.5","93.1"
"00:06:46","36.0","62.3","69.4","92.1"
"00:06:47","36.1","62.3","69.4","91.7"
"00:06:48","36.2","62.4","69.4","92.9"
"00:06:49","36.3","62.4","69.4","93.7"
"00:06:50","36.4","62.5","69.4","94.0"
"00:06:51","36.5","62.6","69.4","94.3"
"00:06:52","36.7","62.7","69.6","94.7"
"00:06:53","36.8","62.9","69.8","94.9"
"00:06:54","36.9","63.0","69.9","95.2"
"00:06:55","37.1","63.2","70.2","95.5"
"00:06:56","37.2","63.3","70.4","95.8"
"00:06:57","37.3","63.5","70.6","96.1"
"00:06:58","37.4","63.6","70.7","96.4"
"00:06:59","37.5","63.7","70.7","96.7"
"00:07:00","37.5","63.8","70.8","96.9"
"00:07:01","37.5","63.9","70.8","97.1"
"00:07:02","37.6","64.0","70.8","97.3"
"00:07:03","37.6","64.0","70.9","97.4"
"00:07:04","37.7","64.2","71.0","97.6"
"00:07:05","37.8","64.4","71.0","97.7"
"00:07:06","37.9","64.4","71.1","97.8"
"00:07:07","38.0","64.5","71.2","97.9"
"00:07:08","38.1","64.5","71.2","97.9"
"00:07:09","38.1","64.6","71.1","97.9"
"00:07:10","38.2","64.5","71.0","98.0"
"00:07:11","38.2","64.5","70.9","98.0"
"00:07:12","38.3","64.5","70.7","98.0"
"00:07:13","38.5","64.4","70.5","98.0"
"00:07:14","38.6","64.3","70.4","98.0"
"00:07:15","38.6","64.3","70.2","97.9"
"00:07:16","38.7","64.1","69.9","97.9"
"00:07:17","38.7","64.0","69.6","97.8"
"00:07:18","38.8","64.0","69.5","97.5"
"00:07:19","38.9","63.9","69.3","96.6"
"00:07:20","39.0","63.8","69.2","95.9"
"00:07:21","39.0","63.7","69.1","96.3"
"00:07:22","39.1","63.6","68.8","97.4"
"00:07:23","39.1","63.5","68.7","97.8"
"00:07:24","39.2","63.4","68.9","98.1"
"00:07:25","39.2","63.4","69.1","98.4"
"00:07:26","39.3","63.4","69.3","98.7"
"00:07:27","39.3","63.5","69.4","98.9"
"00:07:28","39.3","63.5","69.5","99.2"
"00:07:29","39.4","63.6","69.6","99.5"
"00:07:30","39.5","63.7","69.8","99.7"
"00:07:31","39.5","63.7","69.9","99.9"
"00:07:32","39.6","63.8","70.1","100.1"
"00:07:33","39.7","63.9","70.2","100.3"
"00:07:34","39.8","64.0","70.4","100.5"
"00:07:35","39.9","64.1","70.6","100.6"
"00:07:36","40.0","64.2","70.6","100.8"
"00:07:37","40.1","64.4","70.8","100.8"
"00:07:38","40.1","64.4","71.0","100.9"
"00:07:39","40.2","64.4","71.0","101.0"
"00:07:40","40.2","64.3","71.1","101.0"
"00:07:41","40.2","64.3","71.2","101.0"
"00:07:42","40.3","64.2","71.2","101.0"
"00:07:43","40.3","64.2","71.2","101.0"
"00:07:44","40.3","64.2","71.0","101.0"
"00:07:45","40.4","64.3","70.7","101.0"
"00:07:46","40.4","64.3","70.6","100.9"
"00:07:47","40.5","64.2","70.6","100.9"
"00:07:48","40.5","64.2","70.6","100.8"
"00:07:49","40.6","64.2","70.5","100.8"
"00:07:50","40.6","64.1","70.5","100.7"
"00:07:51","40.7","64.1","70.4","100.7"
"00:07:52","40.8","64.1","70.3","100.6"
"00:07:53","40.9","64.2","70.2","100.5"
"00:07:54","41.0","64.3","70.2","100.3"
"00:07:55","41.2","64.4","70.2","99.5"
"00:07:56","41.3","64.4","70.2","98.8"
"00:07:57","41.5","64.5","70.2","98.3"
"00:07:58","41.6","64.5","70.2","97.9"
"00:07:59","41.7","64.5","70.2","97.6"
"00:08:00","41.7","64.4","70.2","97.4"
"00:08:01","41.8","64.5","70.1","97.1"
"00:08:02","41.9","64.4","70.1","96.9"
"00:08:03","41.9","64.5","70.0","96.6"
"00:08:04","42.1","64.5","69.9","96.4"
"00:08:05","42.2","64.6","69.9","96.1"
"00:08:06","42.3","64.6","69.9","95.9"
"00:08:07","42.4","64.6","69.9","95.6"
"00:08:08","42.3","64.5","69.8","95.3"
"00:08:09","42.3","64.3","69.7","95.1"
"00:08:10","42.3","64.3","69.6","94.8"
"00:08:11","42.3","64.3","69.4","94.5"
"00:08:12","42.5","64.3","69.2","94.2"
"00:08:13","42.6","64.2","69.1","93.9"
"00:08:14","42.8","64.1","69.2","93.6"
"00:08:15","42.9","64.1","69.1","93.4"
"00:08:16","42.9","64.0","69.0","93.1"
"00:08:17","43.0","64.0","68.9","92.8"
"00:08:18","43.1","63.9","68.8","92.5"
"00:08:19","43.2","63.8","68.7","92.2"
"00:08:20","43.3","63.7","68.6","91.9"
"00:08:21","43.4","63.5","68.5","91.7"
"00:08:22","43.4","63.5","68.4","91.4"
"00:08:23","43.5","63.3","68.2","91.1"
"00:08:24","43.5","63.2","68.1","90.8"
"00:08:25","43.5","63.0","67.9","90.5"
"00:08:26","43.6","62.9","67.8","90.3"
"00:08:27","43.7","62.7","67.5","90.0"
"00:08:28","43.8","62.5","67.3","89.7"
"00:08:29","43.8","62.4","67.0","89.5"
"00:08:30","43.8","62.3","66.8","89.2"
"00:08:31","43.9","62.2","66.6","88.9"
